"BewohnerID","Bist du zufrieden mit Somerville?","Wie bewertest du: Die Verfügbarkeit von Informationen über die Dienste der Stadt?","Wie bewertest du: Die Lebenshaltungskosten?","Wie bewertest du: Die Qualität der öffentlichen Schulen?","Wie bewertest du: Dein Vertrauen in die lokale Polizei?","Wie bewertest du: Den Zustand von Straßen und Fußgängerwegen","Wie bewertest du: Die Verfügbarkeit von Events in der Stadt","Geschlecht","Alter","Beschreibe deinen Besitzstatus für deine Behausung","Wie sicher fühlst du dich beim Überqueren einer Straße in Somerville?","Wie zufrieden bist du mit dem Zustand deiner Behausung?","Geschlecht_weiblich","Eigenheim_numerisch","Alter_numerisch","Zufriedenheit_string"
9971,"1",5,1,5,4,4,5,"Weiblich","35-44","Ich besitze",7,9,1,1,40,"Zufrieden"
9972,"1",5,1,4,3,3,4,"Weiblich","65-74","Ich besitze",9,9,1,1,70,"Zufrieden"
9973,"0",5,1,4,4,4,3,"Weiblich","25-34","Ich miete",6,3,1,0,30,"Unzufrieden"
9974,"1",4,2,3,3,3,5,"Weiblich","45-54","Ich besitze",3,8,1,1,50,"Zufrieden"
9975,"0",3,3,3,3,3,3,"Weiblich","75+","Ich besitze",7,5,1,1,80,"Unzufrieden"
9976,"0",4,2,4,3,3,4,"Männlich","25-34","Ich miete",7,8,0,0,30,"Unzufrieden"
9977,"1",4,2,3,2,2,4,"Männlich","25-34","Ich miete",7,8,0,0,30,"Zufrieden"
9978,"1",4,2,4,4,5,5,"Weiblich","25-34","Ich miete",9,10,1,0,30,"Zufrieden"
9979,"1",5,1,4,4,5,5,"Weiblich","55-64","Ich miete",8,10,1,0,60,"Zufrieden"
9980,"0",5,1,3,5,1,4,"Weiblich","25-34","Ich miete",6,6,1,0,30,"Unzufrieden"
9981,"1",4,3,4,3,2,1,"Weiblich","25-34","Ich miete",7,8,1,0,30,"Zufrieden"
9982,"0",4,1,4,1,1,2,"Nonbinary","25-34","Ich miete",7,1,1,0,30,"Unzufrieden"
9983,"1",4,1,3,3,3,4,"Weiblich","75+","Ich besitze",10,10,1,1,80,"Zufrieden"
9984,"0",4,1,2,2,3,5,"Weiblich","25-34","Ich besitze",9,9,1,1,30,"Unzufrieden"
9985,"0",4,2,3,1,3,4,"Männlich","25-34","Ich miete",6,6,0,0,30,"Unzufrieden"
9986,"1",3,3,3,3,3,3,"Weiblich","55-64","Ich miete",8,7,1,0,60,"Zufrieden"
9987,"1",3,1,3,3,4,4,"Weiblich","25-34","Ich miete",10,10,1,0,30,"Zufrieden"
9988,"1",5,2,3,3,2,5,"Weiblich","65-74","Ich besitze",8,9,1,1,70,"Zufrieden"
9989,"0",4,2,4,5,3,4,"Weiblich","45-54","Ich besitze",2,9,1,1,50,"Unzufrieden"
9990,"0",5,1,2,2,5,4,"Weiblich","35-44","Ich miete",6,1,1,0,40,"Unzufrieden"
9991,"1",5,4,5,5,5,5,"Männlich","35-44","Ich besitze",10,10,0,1,40,"Zufrieden"
9992,"1",4,1,4,5,4,3,"Weiblich","45-54","Ich miete",6,6,1,0,50,"Zufrieden"
9993,"1",5,1,3,3,4,4,"Männlich","35-44","Ich miete",2,10,0,0,40,"Zufrieden"
9994,"1",5,3,5,5,5,5,"Weiblich","35-44","Ich miete",10,10,1,0,40,"Zufrieden"
9995,"0",5,1,3,4,4,3,"Männlich","35-44","Ich besitze",3,7,0,1,40,"Unzufrieden"
9997,"0",3,1,3,3,1,3,"Weiblich","55-64","Ich besitze",2,9,1,1,60,"Unzufrieden"
9998,"0",5,1,3,5,5,5,"Männlich","25-34","Ich miete",10,10,0,0,30,"Unzufrieden"
9999,"1",5,4,4,4,5,5,"Weiblich","65-74","Ich besitze",3,10,1,1,70,"Zufrieden"
10000,"1",4,3,3,3,1,3,"Männlich","65-74","Ich besitze",9,9,0,1,70,"Zufrieden"
10001,"1",4,3,3,3,1,3,"Weiblich","65-74","Ich besitze",9,9,1,1,70,"Zufrieden"
10002,"0",3,1,2,3,4,3,"Weiblich","25-34","Ich miete",7,9,1,0,30,"Unzufrieden"
10004,"0",4,3,3,4,3,2,"Weiblich","25-34","Ich besitze",9,7,1,1,30,"Unzufrieden"
10005,"1",5,5,4,5,3,4,"Weiblich","55-64","Ich miete",9,9,1,0,60,"Zufrieden"
10006,"0",5,2,4,3,2,4,"Weiblich","35-44","Ich besitze",6,7,1,1,40,"Unzufrieden"
10007,"1",4,3,3,1,4,3,"Weiblich","25-34","Ich miete",10,8,1,0,30,"Zufrieden"
10008,"0",3,1,3,3,2,3,"Männlich","35-44","Ich miete",7,5,0,0,40,"Unzufrieden"
10009,"1",4,1,4,4,3,3,"Männlich","55-64","Ich miete",3,6,0,0,60,"Zufrieden"
10010,"1",4,3,3,2,3,4,"Weiblich","25-34","Ich miete",7,5,1,0,30,"Zufrieden"
10011,"1",5,5,5,5,5,5,"Männlich","75+","Ich besitze",10,10,0,1,80,"Zufrieden"
10012,"1",4,2,4,4,3,3,"Weiblich","65-74","Ich miete",7,5,1,0,70,"Zufrieden"
10013,"1",4,2,5,4,4,4,"Weiblich","45-54","Ich miete",5,9,1,0,50,"Zufrieden"
10014,"0",4,1,4,4,4,3,"Weiblich","45-54","Ich miete",8,7,1,0,50,"Unzufrieden"
10015,"1",5,1,4,3,2,4,"Weiblich","65-74","Ich besitze",2,9,1,1,70,"Zufrieden"
10016,"1",5,3,3,2,4,3,"Weiblich","25-34","Ich miete",9,9,1,0,30,"Zufrieden"
10017,"1",3,1,3,4,2,4,"Männlich","25-34","Ich besitze",6,8,0,1,30,"Zufrieden"
10018,"1",4,3,2,2,3,2,"Weiblich","25-34","Ich miete",9,8,1,0,30,"Zufrieden"
10019,"1",4,1,3,3,3,5,"Weiblich","25-34","Ich miete",3,7,1,0,30,"Zufrieden"
10020,"1",5,1,2,3,2,5,"Weiblich","45-54","Ich besitze",7,9,1,1,50,"Zufrieden"
10021,"0",2,4,5,5,5,4,"Männlich","55-64","Ich miete",9,8,0,0,60,"Unzufrieden"
10022,"0",4,3,3,2,4,4,"Weiblich","35-44","Ich miete",4,9,1,0,40,"Unzufrieden"
10023,"1",5,1,3,1,4,4,"Weiblich","25-34","Ich miete",8,2,1,0,30,"Zufrieden"
10024,"1",3,1,4,3,3,2,"Männlich","35-44","Ich miete",4,1,0,0,40,"Zufrieden"
10025,"0",4,4,3,3,3,3,"Weiblich","18-24","Ich miete",8,9,1,0,20,"Unzufrieden"
10026,"1",4,3,3,3,2,5,"Männlich","45-54","Ich besitze",4,6,0,1,50,"Zufrieden"
10028,"0",5,2,3,3,4,2,"Nonbinary","25-34","Ich miete",4,8,1,0,30,"Unzufrieden"
10029,"1",5,4,5,5,5,5,"Weiblich","55-64","Ich besitze",10,10,1,1,60,"Zufrieden"
10030,"0",1,1,3,3,1,1,"Weiblich","35-44","Ich miete",10,1,1,0,40,"Unzufrieden"
10031,"1",5,2,4,3,5,5,"Männlich","35-44","Ich besitze",6,10,0,1,40,"Zufrieden"
10032,"0",3,1,3,3,1,3,"Weiblich","55-64","Ich besitze",1,2,1,1,60,"Unzufrieden"
10034,"0",1,2,2,3,1,1,"Weiblich","75+","Ich miete",1,3,1,0,80,"Unzufrieden"
10035,"1",4,3,3,4,4,5,"Weiblich","35-44","Ich besitze",6,8,1,1,40,"Zufrieden"
10036,"1",4,3,4,4,4,3,"Weiblich","35-44","Ich miete",10,9,1,0,40,"Zufrieden"
10037,"1",4,3,3,4,2,4,"Weiblich","45-54","Ich besitze",6,10,1,1,50,"Zufrieden"
10038,"1",5,3,4,2,4,4,"Weiblich","25-34","Ich besitze",6,9,1,1,30,"Zufrieden"
10039,"1",5,3,3,4,1,2,"Weiblich","25-34","Ich besitze",4,9,1,1,30,"Zufrieden"
10040,"1",4,2,3,3,3,3,"Weiblich","35-44","Ich miete",8,6,1,0,40,"Zufrieden"
10041,"1",4,2,3,3,4,4,"Weiblich","25-34","Ich miete",5,8,1,0,30,"Zufrieden"
10042,"0",4,1,3,1,1,4,"Weiblich","35-44","Ich miete",3,7,1,0,40,"Unzufrieden"
10043,"1",4,3,3,3,4,5,"Weiblich","35-44","Ich besitze",8,8,1,1,40,"Zufrieden"
10044,"1",4,2,3,4,4,5,"Weiblich","35-44","Ich besitze",6,8,1,1,40,"Zufrieden"
10045,"1",4,1,3,3,2,3,"Weiblich","18-24","Ich miete",7,6,1,0,20,"Zufrieden"
10046,"0",4,5,3,4,2,3,"Weiblich","45-54","Ich besitze",9,8,1,1,50,"Unzufrieden"
10047,"1",4,2,4,4,4,4,"Weiblich","55-64","Ich besitze",7,8,1,1,60,"Zufrieden"
10048,"1",4,4,4,5,4,4,"Männlich","65-74","Ich besitze",6,9,0,1,70,"Zufrieden"
10049,"1",5,1,4,3,3,4,"Weiblich","55-64","Ich besitze",4,9,1,1,60,"Zufrieden"
10050,"0",3,2,3,4,3,3,"Männlich","75+","Ich besitze",6,8,0,1,80,"Unzufrieden"
10051,"0",4,2,3,3,2,3,"Weiblich","35-44","Ich besitze",3,7,1,1,40,"Unzufrieden"
10052,"1",4,3,4,4,3,3,"Weiblich","55-64","Ich besitze",8,9,1,1,60,"Zufrieden"
10053,"1",3,2,3,3,3,3,"Weiblich","65-74","Ich besitze",7,7,1,1,70,"Zufrieden"
10054,"1",5,1,3,1,3,4,"Weiblich","35-44","Ich miete",1,7,1,0,40,"Zufrieden"
10055,"1",3,1,4,2,4,3,"Männlich","45-54","Ich miete",10,6,0,0,50,"Zufrieden"
10056,"1",4,1,2,3,4,4,"Weiblich","55-64","Ich besitze",4,8,1,1,60,"Zufrieden"
10057,"0",4,1,3,5,3,4,"Weiblich","55-64","Ich besitze",7,9,1,1,60,"Unzufrieden"
10058,"1",4,2,4,1,4,4,"Nonbinary","25-34","Ich miete",9,6,1,0,30,"Zufrieden"
10059,"1",5,3,4,3,3,3,"Weiblich","35-44","Ich miete",10,8,1,0,40,"Zufrieden"
10060,"1",5,3,5,5,5,5,"Weiblich","55-64","Ich besitze",6,10,1,1,60,"Zufrieden"
10061,"1",4,3,3,3,4,4,"Weiblich","55-64","Ich besitze",7,9,1,1,60,"Zufrieden"
10062,"0",4,4,5,3,5,5,"Weiblich","55-64","Ich besitze",9,7,1,1,60,"Unzufrieden"
10063,"1",5,3,3,3,3,5,"Weiblich","25-34","Ich miete",8,8,1,0,30,"Zufrieden"
10064,"0",3,3,3,4,2,3,"Männlich","65-74","Ich besitze",10,9,0,1,70,"Unzufrieden"
10066,"0",5,2,3,3,3,4,"Männlich","25-34","Ich miete",8,7,0,0,30,"Unzufrieden"
10067,"1",4,4,3,4,3,5,"Weiblich","25-34","Ich miete",5,6,1,0,30,"Zufrieden"
10068,"0",2,3,4,2,1,4,"Weiblich","25-34","Ich besitze",4,7,1,1,30,"Unzufrieden"
10069,"1",4,2,3,3,1,4,"Weiblich","35-44","Ich besitze",9,10,1,1,40,"Zufrieden"
10070,"1",5,1,3,4,3,5,"Weiblich","45-54","Ich miete",10,9,1,0,50,"Zufrieden"
10071,"0",4,1,3,2,2,5,"Weiblich","25-34","Ich miete",8,9,1,0,30,"Unzufrieden"
10072,"1",5,1,3,3,4,4,"Weiblich","45-54","Ich besitze",4,8,1,1,50,"Zufrieden"
10073,"1",4,2,4,3,4,4,"Weiblich",,"Ich besitze",5,7,1,1,40,"Zufrieden"
10074,"1",5,2,3,2,5,4,"Männlich","25-34","Ich miete",8,5,0,0,30,"Zufrieden"
10075,"0",1,1,1,1,3,1,"Weiblich","75+","Ich besitze",7,5,1,1,80,"Unzufrieden"
10076,"1",4,4,5,5,4,5,"Männlich","25-34","Ich besitze",8,10,0,1,30,"Zufrieden"
10077,"0",4,1,2,2,2,3,"Weiblich",,"Ich besitze",4,8,1,1,40,"Unzufrieden"
10078,"1",2,3,4,4,4,5,"Männlich","25-34","Ich besitze",7,8,0,1,30,"Zufrieden"
10079,"1",5,3,3,3,2,3,"Weiblich","55-64","Ich besitze",10,10,1,1,60,"Zufrieden"
10080,"0",4,3,4,4,5,4,"Männlich","18-24","Ich miete",6,8,0,0,20,"Unzufrieden"
10081,"0",3,3,4,3,1,4,"Weiblich","65-74","Ich besitze",1,3,1,1,70,"Unzufrieden"
10082,"1",3,4,4,4,4,2,"Weiblich","25-34","Ich besitze",8,10,1,1,30,"Zufrieden"
10083,"1",5,2,3,2,1,5,"Weiblich","45-54","Ich besitze",9,10,1,1,50,"Zufrieden"
10085,"1",4,1,3,2,3,4,"Weiblich","25-34","Ich miete",8,5,1,0,30,"Zufrieden"
10086,"1",5,3,5,5,5,5,"Weiblich","65-74","Ich besitze",7,10,1,1,70,"Zufrieden"
10087,"0",3,3,3,4,3,4,"Weiblich","75+",,7,8,1,0,80,"Unzufrieden"
10088,"1",4,1,3,4,1,3,"Weiblich","25-34","Ich miete",6,5,1,0,30,"Zufrieden"
10089,"1",4,2,5,5,5,3,"Männlich","65-74","Ich miete",10,9,0,0,70,"Zufrieden"
10090,"0",2,1,3,5,1,3,"Weiblich","55-64","Ich besitze",9,9,1,1,60,"Unzufrieden"
10091,"1",5,1,3,2,4,3,"Männlich","45-54","Ich miete",10,10,0,0,50,"Zufrieden"
10092,"1",4,1,5,5,4,4,"Weiblich","35-44","Ich miete",9,2,1,0,40,"Zufrieden"
10093,"0",4,1,3,3,3,3,"Männlich","25-34","Ich miete",7,7,0,0,30,"Unzufrieden"
10094,"0",4,1,4,3,1,5,"Weiblich","55-64","Ich besitze",1,7,1,1,60,"Unzufrieden"
10095,"1",4,1,3,1,3,4,"Nonbinary","25-34","Ich miete",4,3,1,0,30,"Zufrieden"
10096,"1",5,1,4,5,2,4,"Weiblich","35-44","Ich miete",5,7,1,0,40,"Zufrieden"
10097,"1",5,1,5,5,5,5,"Männlich","35-44","Ich miete",10,10,0,0,40,"Zufrieden"
10098,"1",5,4,3,4,4,5,"Weiblich","25-34",,8,9,1,0,30,"Zufrieden"
10099,"0",3,3,3,3,3,1,"Weiblich","25-34","Ich miete",7,4,1,0,30,"Unzufrieden"
10100,"0",3,1,4,4,1,3,"Weiblich","45-54","Ich miete",9,7,1,0,50,"Unzufrieden"
10101,"0",4,3,4,4,4,4,"Weiblich","45-54","Ich miete",7,8,1,0,50,"Unzufrieden"
10102,"1",4,3,4,3,2,3,"Männlich","35-44","Ich besitze",7,9,0,1,40,"Zufrieden"
10103,"1",5,3,3,5,4,5,"Männlich","35-44","Ich besitze",9,8,0,1,40,"Zufrieden"
10104,"0",2,1,3,4,3,3,"Weiblich","45-54","Ich miete",6,6,1,0,50,"Unzufrieden"
10105,"0",3,1,3,4,3,3,"Weiblich",,,10,8,1,0,40,"Unzufrieden"
10106,"0",1,2,4,3,2,3,"Weiblich","65-74","Ich miete",3,6,1,0,70,"Unzufrieden"
10107,"1",4,4,5,4,4,5,"Männlich","65-74","Ich miete",5,9,0,0,70,"Zufrieden"
10108,"0",4,1,4,4,1,4,"Weiblich","45-54",,7,9,1,0,50,"Unzufrieden"
10109,"0",1,2,3,2,1,3,"Männlich","25-34","Ich miete",2,3,0,0,30,"Unzufrieden"
10110,"0",3,3,3,3,3,3,"Weiblich","55-64","Ich besitze",3,7,1,1,60,"Unzufrieden"
10111,"1",3,1,3,3,3,3,"Männlich","35-44","Ich besitze",5,9,0,1,40,"Zufrieden"
10112,"0",3,3,3,3,2,2,"Männlich","18-24","Ich miete",3,6,0,0,20,"Unzufrieden"
10113,"1",5,1,3,1,4,4,"Nonbinary","35-44","Ich miete",8,1,1,0,40,"Zufrieden"
10114,"1",4,2,3,2,3,4,"Männlich","25-34","Ich besitze",6,9,0,1,30,"Zufrieden"
10115,"0",3,1,1,1,2,1,,"45-54","Ich besitze",1,2,1,1,50,"Unzufrieden"
10117,"1",4,2,3,2,3,4,"Männlich","35-44","Ich miete",10,8,0,0,40,"Zufrieden"
10118,"1",4,1,4,1,3,4,"Weiblich","35-44","Ich besitze",5,6,1,1,40,"Zufrieden"
10119,"0",1,1,3,5,1,1,"Männlich","75+","Ich miete",1,4,0,0,80,"Unzufrieden"
10120,"0",4,1,3,3,3,3,"Männlich","35-44","Ich miete",7,8,0,0,40,"Unzufrieden"
10121,"1",4,2,3,1,3,4,"Weiblich","45-54","Ich miete",8,10,1,0,50,"Zufrieden"
10122,"1",3,2,3,4,3,4,"Männlich","25-34","Ich besitze",9,9,0,1,30,"Zufrieden"
10123,"0",5,1,2,3,3,4,"Weiblich","45-54","Ich miete",8,6,1,0,50,"Unzufrieden"
10124,"0",3,2,4,4,1,2,"Weiblich",,"Ich besitze",5,5,1,1,40,"Unzufrieden"
10125,"1",4,4,4,4,1,4,"Weiblich","45-54","Ich besitze",9,9,1,1,50,"Zufrieden"
10126,"1",5,3,4,4,4,4,"Weiblich","55-64","Ich besitze",1,9,1,1,60,"Zufrieden"
10127,"1",4,3,4,5,5,3,"Weiblich","75+","Ich besitze",8,10,1,1,80,"Zufrieden"
10128,"1",4,3,2,2,3,3,"Weiblich","35-44","Ich besitze",7,8,1,1,40,"Zufrieden"
10129,"1",5,5,5,5,5,5,"Männlich","75+","Ich besitze",10,10,0,1,80,"Zufrieden"
10131,"0",5,1,3,1,2,4,"Männlich","25-34","Ich miete",4,1,0,0,30,"Unzufrieden"
10132,"0",3,3,2,2,2,3,"Weiblich","55-64","Ich besitze",3,6,1,1,60,"Unzufrieden"
10133,"1",3,1,2,2,1,3,"Weiblich","35-44","Ich miete",4,4,1,0,40,"Zufrieden"
10134,"1",4,3,3,4,4,5,"Weiblich","25-34","Ich miete",6,5,1,0,30,"Zufrieden"
10135,"0",3,2,3,1,1,4,"Männlich","25-34","Ich miete",3,4,0,0,30,"Unzufrieden"
10136,"1",2,3,4,4,2,2,"Weiblich","35-44","Ich besitze",9,8,1,1,40,"Zufrieden"
10137,"1",3,1,1,5,3,4,"Weiblich","45-54","Ich besitze",10,8,1,1,50,"Zufrieden"
10138,"1",5,3,4,4,4,4,"Männlich","35-44","Ich miete",7,7,0,0,40,"Zufrieden"
10139,"0",2,3,2,2,1,2,"Männlich","65-74","Ich besitze",4,6,0,1,70,"Unzufrieden"
10140,"1",5,1,5,5,5,5,"Männlich","45-54","Ich miete",10,10,0,0,50,"Zufrieden"
10141,"0",4,1,2,4,1,4,"Männlich","35-44","Ich besitze",4,7,0,1,40,"Unzufrieden"
10142,"1",4,2,3,5,4,3,"Männlich","25-34",,8,8,0,0,30,"Zufrieden"
10143,"0",5,4,3,5,4,4,"Männlich","55-64","Ich besitze",10,9,0,1,60,"Unzufrieden"
10144,"1",5,5,5,5,3,4,"Weiblich","25-34","Ich miete",9,10,1,0,30,"Zufrieden"
10145,"0",3,3,3,3,1,1,"Männlich","45-54","Ich miete",3,8,0,0,50,"Unzufrieden"
10146,"1",3,1,4,2,4,5,,"55-64","Ich miete",5,7,1,0,60,"Zufrieden"
10147,"1",4,4,3,3,4,4,"Weiblich","18-24","Ich miete",7,6,1,0,20,"Zufrieden"
10148,"0",5,1,3,4,4,5,"Weiblich","35-44","Ich miete",10,5,1,0,40,"Unzufrieden"
10149,"1",5,5,3,5,3,3,"Männlich","25-34","Ich besitze",10,10,0,1,30,"Zufrieden"
10150,"1",5,2,3,4,4,4,"Männlich","35-44","Ich miete",8,8,0,0,40,"Zufrieden"
10151,"1",5,1,3,4,4,5,"Weiblich","55-64","Ich besitze",9,10,1,1,60,"Zufrieden"
10152,"1",5,3,3,4,4,4,"Männlich","45-54","Ich besitze",9,9,0,1,50,"Zufrieden"
10153,"1",5,4,3,4,4,5,"Weiblich","55-64","Ich besitze",8,8,1,1,60,"Zufrieden"
10154,"0",2,3,3,5,1,3,"Männlich","25-34","Ich miete",10,9,0,0,30,"Unzufrieden"
10155,"1",5,5,5,5,5,5,"Männlich","75+","Other",10,10,0,0,80,"Zufrieden"
10156,"0",4,4,2,4,3,4,"Weiblich","65-74","Ich besitze",10,6,1,1,70,"Unzufrieden"
10157,"1",3,2,3,3,3,4,"Männlich","55-64","Ich besitze",6,8,0,1,60,"Zufrieden"
10158,"1",5,2,3,4,2,5,"Weiblich","55-64","Ich besitze",9,3,1,1,60,"Zufrieden"
10159,"1",3,3,3,4,1,3,"Weiblich","55-64","Ich besitze",9,10,1,1,60,"Zufrieden"
10160,"0",5,1,4,2,2,3,,,"Ich miete",8,6,1,0,40,"Unzufrieden"
10162,"1",4,2,3,4,3,4,"Männlich","25-34","Ich miete",9,9,0,0,30,"Zufrieden"
10163,"1",4,2,4,3,4,3,"Weiblich","75+","Ich miete",1,9,1,0,80,"Zufrieden"
10164,"1",4,1,5,2,1,2,"Weiblich","35-44","Ich besitze",1,9,1,1,40,"Zufrieden"
10165,"1",4,1,3,4,2,3,"Männlich","25-34","Ich besitze",3,9,0,1,30,"Zufrieden"
10166,"1",5,1,5,3,5,5,"Weiblich","25-34","Ich miete",10,8,1,0,30,"Zufrieden"
10167,"1",5,1,3,1,4,4,"Nonbinary","25-34","Ich miete",10,9,1,0,30,"Zufrieden"
10168,"1",5,1,3,2,4,4,"Weiblich","35-44","Ich miete",9,10,1,0,40,"Zufrieden"
10169,"0",4,1,2,1,4,5,"Männlich","25-34","Ich miete",8,9,0,0,30,"Unzufrieden"
10170,"0",4,1,3,2,3,3,"Weiblich","18-24","Ich miete",5,2,1,0,20,"Unzufrieden"
10171,"0",4,1,4,4,4,3,"Weiblich","35-44","Ich besitze",8,9,1,1,40,"Unzufrieden"
10172,"1",5,2,3,3,4,3,"Weiblich","25-34","Ich miete",10,8,1,0,30,"Zufrieden"
10173,"1",4,1,4,3,2,5,"Weiblich","35-44","Ich besitze",4,9,1,1,40,"Zufrieden"
10174,"0",2,2,3,5,1,1,"Weiblich","25-34","Ich miete",4,10,1,0,30,"Unzufrieden"
10175,"0",4,3,3,4,2,4,"Männlich","55-64","Ich besitze",4,8,0,1,60,"Unzufrieden"
10176,"0",3,2,3,4,2,4,"Männlich","55-64","Ich besitze",8,8,0,1,60,"Unzufrieden"
10177,"1",3,2,3,3,4,3,"Männlich","25-34","Ich miete",8,7,0,0,30,"Zufrieden"
10178,"0",4,2,4,3,3,4,"Weiblich","35-44","Ich besitze",7,10,1,1,40,"Unzufrieden"
10179,"1",5,2,3,3,3,2,"Weiblich","25-34","Ich miete",7,5,1,0,30,"Zufrieden"
10180,"1",5,2,3,5,5,5,"Weiblich","25-34","Ich miete",1,10,1,0,30,"Zufrieden"
10181,"1",5,4,3,4,4,4,"Weiblich","18-24","Ich miete",9,8,1,0,20,"Zufrieden"
10182,"0",5,1,3,3,4,3,"Weiblich","25-34","Ich miete",10,4,1,0,30,"Unzufrieden"
10183,"1",4,2,4,4,4,4,"Männlich","65-74","Ich besitze",9,9,0,1,70,"Zufrieden"
10184,"1",4,1,4,3,4,3,"Weiblich","18-24","Ich miete",8,7,1,0,20,"Zufrieden"
10185,"1",4,2,3,1,3,3,"Weiblich","25-34","Ich miete",7,8,1,0,30,"Zufrieden"
10186,"1",5,1,3,4,2,5,"Weiblich","55-64","Ich besitze",8,9,1,1,60,"Zufrieden"
10187,"1",2,2,4,5,1,2,"Weiblich","25-34","Ich besitze",1,9,1,1,30,"Zufrieden"
10188,"0",5,3,3,3,4,5,"Multiple people","55-64","Ich besitze",5,9,1,1,60,"Unzufrieden"
10189,"1",4,3,4,1,4,4,"Männlich","55-64","Ich miete",4,7,0,0,60,"Zufrieden"
10190,"0",3,1,3,2,3,4,"Weiblich","65-74","Ich miete",6,4,1,0,70,"Unzufrieden"
10191,"1",3,3,3,3,3,4,"Weiblich","25-34","Ich miete",8,7,1,0,30,"Zufrieden"
10192,"0",4,3,1,2,3,1,"Weiblich",,"Ich besitze",8,9,1,1,40,"Unzufrieden"
10193,"1",5,3,5,5,4,5,"Weiblich","25-34","Ich miete",7,8,1,0,30,"Zufrieden"
10194,"0",3,1,3,3,3,4,"Weiblich","35-44","Ich miete",8,8,1,0,40,"Unzufrieden"
10196,"1",4,2,4,4,1,4,"Männlich","25-34","Ich miete",6,7,0,0,30,"Zufrieden"
10199,"0",4,2,4,4,3,4,"Weiblich","55-64","Ich besitze",4,9,1,1,60,"Unzufrieden"
10200,"0",2,3,3,5,1,2,"Weiblich","45-54","Ich besitze",10,10,1,1,50,"Unzufrieden"
10201,"1",4,2,4,3,4,5,"Weiblich","25-34","Ich miete",9,9,1,0,30,"Zufrieden"
10202,"1",4,1,4,4,5,5,"Weiblich","65-74","Ich besitze",9,9,1,1,70,"Zufrieden"
10203,"0",5,4,4,5,4,4,"Männlich","45-54","Ich besitze",9,8,0,1,50,"Unzufrieden"
10204,"1",4,3,3,4,3,4,"Männlich","55-64","Ich miete",9,10,0,0,60,"Zufrieden"
10205,"0",4,1,4,5,4,2,"Männlich","65-74","Ich besitze",7,9,0,1,70,"Unzufrieden"
10206,"0",4,3,3,3,1,3,"Weiblich","55-64","Ich besitze",8,5,1,1,60,"Unzufrieden"
10207,"0",2,1,2,3,1,3,"Weiblich","18-24","Ich miete",8,4,1,0,20,"Unzufrieden"
10208,"1",4,2,3,4,4,4,"Weiblich","35-44","Ich miete",8,8,1,0,40,"Zufrieden"
10209,"1",4,3,2,3,4,3,"Weiblich","45-54","Ich besitze",8,10,1,1,50,"Zufrieden"
10210,"1",2,2,4,1,4,3,"Nonbinary","25-34","Ich miete",6,1,1,0,30,"Zufrieden"
10212,"1",5,5,5,5,5,5,"Weiblich","25-34","Ich miete",10,10,1,0,30,"Zufrieden"
10213,"1",4,3,3,5,3,4,"Weiblich","35-44","Ich besitze",10,8,1,1,40,"Zufrieden"
10214,"1",5,2,3,4,5,5,"Weiblich","55-64","Ich besitze",9,10,1,1,60,"Zufrieden"
10215,"1",4,2,4,4,4,4,"Weiblich","65-74","Ich besitze",9,9,1,1,70,"Zufrieden"
10216,"1",4,3,3,4,2,4,"Männlich","35-44","Ich besitze",10,8,0,1,40,"Zufrieden"
10217,"1",5,1,3,4,4,5,"Weiblich","35-44","Ich besitze",7,8,1,1,40,"Zufrieden"
10218,"0",3,2,3,2,2,2,"Weiblich","25-34","Ich miete",6,8,1,0,30,"Unzufrieden"
10219,"1",4,4,3,4,4,4,"Männlich","65-74","Ich besitze",5,9,0,1,70,"Zufrieden"
10220,"1",3,4,3,4,4,4,"Weiblich","65-74","Ich besitze",9,9,1,1,70,"Zufrieden"
10221,"1",5,3,3,3,3,5,"Weiblich","55-64","Ich besitze",4,9,1,1,60,"Zufrieden"
10222,"1",3,2,5,2,5,4,"Weiblich","25-34","Ich miete",6,8,1,0,30,"Zufrieden"
10223,"1",3,4,3,3,1,3,"Männlich","25-34","Ich besitze",7,7,0,1,30,"Zufrieden"
10224,"1",3,1,3,5,3,3,"Weiblich","75+","Ich besitze",10,10,1,1,80,"Zufrieden"
10225,"1",5,3,4,5,4,5,"Weiblich","35-44","Ich miete",10,8,1,0,40,"Zufrieden"
10226,"0",3,1,3,4,4,4,"Weiblich","25-34","Ich miete",8,6,1,0,30,"Unzufrieden"
10227,"0",3,3,1,3,1,3,"Männlich","45-54","Ich besitze",10,10,0,1,50,"Unzufrieden"
10228,"0",4,2,3,3,3,3,"Männlich","35-44","Ich miete",5,6,0,0,40,"Unzufrieden"
10229,"1",5,2,3,3,4,5,"Nonbinary","35-44","Ich miete",10,7,1,0,40,"Zufrieden"
10230,"1",2,2,4,3,1,2,"Weiblich","55-64","Ich miete",6,1,1,0,60,"Zufrieden"
10231,"1",4,2,4,3,2,3,"Weiblich","25-34","Ich miete",9,8,1,0,30,"Zufrieden"
10232,"1",4,4,5,5,5,4,"Weiblich","75+","Ich besitze",9,10,1,1,80,"Zufrieden"
10233,"1",5,2,4,4,4,5,"Männlich","55-64","Ich miete",7,9,0,0,60,"Zufrieden"
10234,"1",3,1,3,4,4,2,"Weiblich","25-34","Ich miete",10,5,1,0,30,"Zufrieden"
